Date,ICE Area of Responsibility,ATD Technology,Family Unit - Individual,Number under ATD,Average Days in Program
04/14/2021,Baltimore,SmartLINK,All,155,751.6
04/14/2021,Baltimore,TR,All,679,1074.2
04/14/2021,Boston,All,All,2044,406.1
04/14/2021,Boston,GPS,All,1073,209.9
04/14/2021,Boston,SmartLINK,All,833,581.2
04/14/2021,Boston,TR,All,138,873.9
04/14/2021,Buffalo,All,All,432,1336.8
04/14/2021,Buffalo,GPS,All,41,281.3
04/14/2021,Buffalo,SmartLINK,All,17,651.1
04/14/2021,Buffalo,TR,All,374,1483.7
04/14/2021,Chicago,All,All,6598,1066.6
04/14/2021,Chicago,GPS,All,1717,655.1
04/14/2021,Chicago,SmartLINK,All,2439,959.3
04/14/2021,Chicago,TR,All,2442,1463
04/14/2021,Dallas,All,All,1039,695.9
04/14/2021,Dallas,GPS,All,610,534.3
04/14/2021,Dallas,SmartLINK,All,232,813.7
04/14/2021,Dallas,TR,All,197,1057.5
04/14/2021,Denver,All,All,1447,1385.8
04/14/2021,Denver,GPS,All,70,547.8
04/14/2021,Denver,SmartLINK,All,606,925.7
04/14/2021,Denver,TR,All,771,1823.4
04/14/2021,Detroit,All,All,7916,1003.6
04/14/2021,Detroit,GPS,All,407,663.6
04/14/2021,Detroit,SmartLINK,All,5060,799.2
04/14/2021,Detroit,TR,All,2449,1482.6
04/14/2021,El Paso,All,All,1790,539.9
04/14/2021,El Paso,GPS,All,957,64.4
04/14/2021,El Paso,SmartLINK,All,208,518.2
04/14/2021,El Paso,TR,All,625,1275.1
04/14/2021,Houston,All,All,2952,646.6
04/14/2021,Houston,GPS,All,2281,502.2
04/14/2021,Houston,SmartLINK,All,639,1107.3
04/14/2021,Houston,TR,All,32,1741.6
04/14/2021,Los Angeles,All,All,10477,978.7
04/14/2021,Los Angeles,GPS,All,3701,635.3
04/14/2021,Los Angeles,SmartLINK,All,946,968.4
04/14/2021,Los Angeles,TR,All,5830,1198.4
04/14/2021,Miami,All,All,6566,442.3
04/14/2021,Miami,GPS,All,4292,380.4
04/14/2021,Miami,SmartLINK,All,2114,562.3
04/14/2021,Miami,TR,All,160,515.1
04/14/2021,New Orleans,All,All,2866,748.4
04/14/2021,New Orleans,GPS,All,1261,560.3
04/14/2021,New Orleans,SmartLINK,All,1265,833
04/14/2021,New Orleans,TR,All,340,1131.3
04/14/2021,New York,All,All,3875,729.2
04/14/2021,New York,GPS,All,1664,425.4
04/14/2021,New York,SmartLINK,All,613,659.1
04/14/2021,New York,TR,All,1598,1072.4
04/14/2021,Newark,All,All,7104,1048.2
04/14/2021,Newark,GPS,All,1043,450.8
04/14/2021,Newark,SmartLINK,All,3946,933.1
04/14/2021,Newark,TR,All,2115,1557.5
04/14/2021,Philadelphia,All,All,2168,692.4
04/14/2021,Philadelphia,GPS,All,370,450.1
04/14/2021,Philadelphia,SmartLINK,All,1407,699.4
04/14/2021,Philadelphia,TR,All,391,896.2
04/14/2021,Phoenix,All,All,1523,219.9
04/14/2021,Phoenix,GPS,All,1283,136.3
04/14/2021,Phoenix,SmartLINK,All,217,661
04/14/2021,Phoenix,TR,All,23,723.8
04/14/2021,Salt Lake City,All,All,3034,1000.9
04/14/2021,Salt Lake City,GPS,All,294,637
04/14/2021,Salt Lake City,SmartLINK,All,2224,986.1
04/14/2021,Salt Lake City,TR,All,516,1272.1
04/14/2021,San Antonio,All,All,3958,235
04/14/2021,San Antonio,GPS,All,2942,66.3
04/14/2021,San Antonio,SmartLINK,All,490,748.5
04/14/2021,San Antonio,TR,All,526,700.2
04/14/2021,San Diego,All,All,3471,764
04/14/2021,San Diego,GPS,All,1390,297.3
04/14/2021,San Diego,SmartLINK,All,1274,893.5
04/14/2021,San Diego,TR,All,807,1363.4
04/14/2021,San Francisco,All,All,10572,1113
04/14/2021,San Francisco,GPS,All,3506,736.5
04/14/2021,San Francisco,SmartLINK,All,1488,838.8
04/14/2021,San Francisco,TR,All,5578,1422.8
04/14/2021,Seattle,All,All,3816,1000.1
04/14/2021,Seattle,GPS,All,681,615.2
04/14/2021,Seattle,SmartLINK,All,1611,828.8
04/14/2021,Seattle,TR,All,1524,1353.2
04/14/2021,St Paul,All,All,2307,1179.1
04/14/2021,St Paul,GPS,All,396,515.4
04/14/2021,St Paul,SmartLINK,All,926,1001.1
04/14/2021,St Paul,TR,All,985,1613.2
04/14/2021,Washington DC,All,All,2736,630.2
04/14/2021,Washington DC,GPS,All,932,507
04/14/2021,Washington DC,SmartLINK,All,1590,673.2
04/14/2021,Washington DC,TR,All,214,847.6
03/31/2021,,Total,All,92166,867.2
03/31/2021,Atlanta,All,All,2916,961.7
03/31/2021,Atlanta,GPS,All,856,542.8
03/31/2021,Atlanta,SmartLINK,All,650,725.1
03/31/2021,Atlanta,TR,All,1410,1325
03/31/2021,Baltimore,All,All,2288,785.5
03/31/2021,Baltimore,GPS,All,1371,636.8
03/31/2021,Baltimore,SmartLINK,All,146,750.1
03/31/2021,Baltimore,TR,All,771,1056.5
03/31/2021,Boston,All,All,1949,426.1
03/31/2021,Boston,GPS,All,999,241.9
03/31/2021,Boston,SmartLINK,All,812,577
03/31/2021,Boston,TR,All,138,871.4
03/31/2021,Buffalo,All,All,429,1337.9
03/31/2021,Buffalo,GPS,All,37,304.6
03/31/2021,Buffalo,SmartLINK,All,17,637.1
03/31/2021,Buffalo,TR,All,375,1471.6
03/31/2021,Chicago,All,All,6560,1061.8
03/31/2021,Chicago,GPS,All,1893,650.2
03/31/2021,Chicago,SmartLINK,All,2223,984.2
03/31/2021,Chicago,TR,All,2444,1451.2
03/31/2021,Dallas,All,All,1050,715.6
03/31/2021,Dallas,GPS,All,617,540.4
03/31/2021,Dallas,SmartLINK,All,223,825.9
03/31/2021,Dallas,TR,All,210,1113.4
03/31/2021,Denver,All,All,1415,1409.7
03/31/2021,Denver,GPS,All,67,565.7
03/31/2021,Denver,SmartLINK,All,574,969.9
03/31/2021,Denver,TR,All,774,1808.8
03/31/2021,Detroit,All,All,7864,999.5
03/31/2021,Detroit,GPS,All,422,662.7
03/31/2021,Detroit,SmartLINK,All,4955,793.4
03/31/2021,Detroit,TR,All,2487,1467.2
03/31/2021,El Paso,All,All,1621,586.8
03/31/2021,El Paso,GPS,All,829,64.8
03/31/2021,El Paso,SmartLINK,All,166,629.3
03/31/2021,El Paso,TR,All,626,1266.8
03/31/2021,Houston,All,All,2846,657.3
03/31/2021,Houston,GPS,All,2186,513
03/31/2021,Houston,SmartLINK,All,622,1108.9
03/31/2021,Houston,TR,All,38,1568.4
03/31/2021,Los Angeles,All,All,10295,985
03/31/2021,Los Angeles,GPS,All,3568,655
03/31/2021,Los Angeles,SmartLINK,All,910,967.2
03/31/2021,Los Angeles,TR,All,5817,1190.3
03/31/2021,Miami,All,All,6399,446.6
03/31/2021,Miami,GPS,All,4323,388.9
03/31/2021,Miami,SmartLINK,All,1915,571.1
03/31/2021,Miami,TR,All,161,513.8
03/31/2021,New Orleans,All,All,2846,747.8
03/31/2021,New Orleans,GPS,All,1363,567.8
03/31/2021,New Orleans,SmartLINK,All,1152,844.5
03/31/2021,New Orleans,TR,All,331,1152.4
03/31/2021,New York,All,All,3798,738.1
03/31/2021,New York,GPS,All,1640,445.6
03/31/2021,New York,SmartLINK,All,558,670
03/31/2021,New York,TR,All,1600,1061.7
03/31/2021,Newark,All,All,7059,1044.7
03/31/2021,Newark,GPS,All,1041,474.5
03/31/2021,Newark,SmartLINK,All,3904,925.3
03/31/2021,Newark,TR,All,2114,1546.1
03/31/2021,Philadelphia,All,All,2116,696.6
03/31/2021,Philadelphia,GPS,All,381,446.3
03/31/2021,Philadelphia,SmartLINK,All,1342,713
03/31/2021,Philadelphia,TR,All,393,883.3
03/31/2021,Phoenix,All,All,1552,223.8
03/31/2021,Phoenix,GPS,All,1320,144.4
03/31/2021,Phoenix,SmartLINK,All,208,675
03/31/2021,Phoenix,TR,All,24,681.8
03/31/2021,Salt Lake City,All,All,3011,998.2
03/31/2021,Salt Lake City,GPS,All,281,656.2
03/31/2021,Salt Lake City,SmartLINK,All,2212,978.8
03/31/2021,Salt Lake City,TR,All,518,1266.4
03/31/2021,San Antonio,All,All,3331,270.5
03/31/2021,San Antonio,GPS,All,2309,79.8
03/31/2021,San Antonio,SmartLINK,All,438,745.6
03/31/2021,San Antonio,TR,All,584,668.7
03/31/2021,San Diego,All,All,3431,763.4
03/31/2021,San Diego,GPS,All,1353,300.5
03/31/2021,San Diego,SmartLINK,All,1264,879.6
03/31/2021,San Diego,TR,All,814,1352.3
03/31/2021,San Francisco,All,All,10540,1104.5
03/31/2021,San Francisco,GPS,All,3637,721.7
03/31/2021,San Francisco,SmartLINK,All,1355,854.5
03/31/2021,San Francisco,TR,All,5548,1416.5
03/31/2021,Seattle,All,All,3853,989.3
03/31/2021,Seattle,GPS,All,754,605.4
03/31/2021,Seattle,SmartLINK,All,1553,827.4
03/31/2021,Seattle,TR,All,1546,1339.2
03/31/2021,St Paul,All,All,2257,1190.3
03/31/2021,St Paul,GPS,All,355,564
03/31/2021,St Paul,SmartLINK,All,916,989.9
03/31/2021,St Paul,TR,All,986,1602
03/31/2021,Washington DC,All,All,2740,633.8
03/31/2021,Washington DC,GPS,All,966,520.3
03/31/2021,Washington DC,SmartLINK,All,1547,674.4
03/31/2021,Washington DC,TR,All,227,839.6
03/17/2021,,Total,All,90630,877.1
03/17/2021,Atlanta,All,All,2861,973
03/17/2021,Atlanta,GPS,All,837,569.4
03/17/2021,Atlanta,SmartLINK,All,597,733
03/17/2021,Atlanta,TR,All,1427,1310.2
03/17/2021,Baltimore,All,All,2599,777.5
03/17/2021,Baltimore,GPS,All,1559,640.3
03/17/2021,Baltimore,SmartLINK,All,139,757.7
03/17/2021,Baltimore,TR,All,901,1017.9
03/17/2021,Boston,All,All,1760,462.9
03/17/2021,Boston,GPS,All,852,295.1
03/17/2021,Boston,SmartLINK,All,770,576
03/17/2021,Boston,TR,All,138,867.4
03/17/2021,Buffalo,All,All,422,1349.6
03/17/2021,Buffalo,GPS,All,50,413.5
03/17/2021,Buffalo,SmartLINK,All,11,724.6
03/17/2021,Buffalo,TR,All,361,1498.3
03/17/2021,Chicago,All,All,6541,1055.1
03/17/2021,Chicago,GPS,All,2078,646.2
03/17/2021,Chicago,SmartLINK,All,2017,1005.3
03/17/2021,Chicago,TR,All,2446,1443.6
03/17/2021,Dallas,All,All,1048,710.7
03/17/2021,Dallas,GPS,All,642,540.4
03/17/2021,Dallas,SmartLINK,All,203,838.2
03/17/2021,Dallas,TR,All,203,1121.6
03/17/2021,Denver,All,All,1418,1400.3
03/17/2021,Denver,GPS,All,103,513.2
03/17/2021,Denver,SmartLINK,All,537,1005.1
03/17/2021,Denver,TR,All,778,1790.5
03/17/2021,Detroit,All,All,7818,995.5
03/17/2021,Detroit,GPS,All,437,654
03/17/2021,Detroit,SmartLINK,All,4824,784.5
03/17/2021,Detroit,TR,All,2557,1451.9
03/17/2021,El Paso,All,All,1390,670.8
03/17/2021,El Paso,GPS,All,622,77.3
03/17/2021,El Paso,SmartLINK,All,148,691.4
03/17/2021,El Paso,TR,All,620,1261.3
03/17/2021,Houston,All,All,2782,664
03/17/2021,Houston,GPS,All,2125,517.9
03/17/2021,Houston,SmartLINK,All,615,1098.2
03/17/2021,Houston,TR,All,42,1694.7
03/17/2021,Los Angeles,All,All,10227,981.9
03/17/2021,Los Angeles,GPS,All,3559,656.5
03/17/2021,Los Angeles,SmartLINK,All,873,969.1
03/17/2021,Los Angeles,TR,All,5795,1183.7
03/17/2021,Miami,All,All,6299,443.3
03/17/2021,Miami,GPS,All,4433,391.2
03/17/2021,Miami,SmartLINK,All,1705,573.4
03/17/2021,Miami,TR,All,161,501.8
03/17/2021,New Orleans,All,All,2861,736.7
03/17/2021,New Orleans,GPS,All,1530,566.7
03/17/2021,New Orleans,SmartLINK,All,1004,861.2
03/17/2021,New Orleans,TR,All,327,1149.8
03/17/2021,New York,All,All,3711,745.3
03/17/2021,New York,GPS,All,1619,466.2
03/17/2021,New York,SmartLINK,All,492,663.2
03/17/2021,New York,TR,All,1600,1052.9
03/17/2021,Newark,All,All,6996,1043.2
03/17/2021,Newark,GPS,All,1123,498.2
03/17/2021,Newark,SmartLINK,All,3755,929.8
03/17/2021,Newark,TR,All,2118,1533
03/17/2021,Philadelphia,All,All,2117,697.6
03/17/2021,Philadelphia,GPS,All,389,452.7
03/17/2021,Philadelphia,SmartLINK,All,1331,717.3
03/17/2021,Philadelphia,TR,All,397,871.7
03/17/2021,Phoenix,All,All,1440,239.3
03/17/2021,Phoenix,GPS,All,1211,155.5
03/17/2021,Phoenix,SmartLINK,All,206,669.7
03/17/2021,Phoenix,TR,All,23,798.5
03/17/2021,Salt Lake City,All,All,3013,990.6
03/17/2021,Salt Lake City,GPS,All,275,622.2
03/17/2021,Salt Lake City,SmartLINK,All,2220,973.3
03/17/2021,Salt Lake City,TR,All,518,1260.5
03/17/2021,San Antonio,All,All,2624,334.5
03/17/2021,San Antonio,GPS,All,1622,115.6
03/17/2021,San Antonio,SmartLINK,All,357,796.9
03/17/2021,San Antonio,TR,All,645,628.9
03/17/2021,San Diego,All,All,3090,834.7
03/17/2021,San Diego,GPS,All,1043,389.4
03/17/2021,San Diego,SmartLINK,All,1233,875.1
03/17/2021,San Diego,TR,All,814,1344
03/17/2021,San Francisco,All,All,10549,1092.5
03/17/2021,San Francisco,GPS,All,3751,701.2
03/17/2021,San Francisco,SmartLINK,All,1270,874.9
03/17/2021,San Francisco,TR,All,5528,1408
03/17/2021,Seattle,All,All,3897,976.4
03/17/2021,Seattle,GPS,All,807,599.8
03/17/2021,Seattle,SmartLINK,All,1521,819.2
03/17/2021,Seattle,TR,All,1569,1322.5
03/17/2021,St Paul,All,All,2242,1188.2
03/17/2021,St Paul,GPS,All,351,572.7
03/17/2021,St Paul,SmartLINK,All,908,989.1
03/17/2021,St Paul,TR,All,983,1591.8
03/17/2021,Washington DC,All,All,2925,630.5
03/17/2021,Washington DC,GPS,All,1021,531.5
03/17/2021,Washington DC,SmartLINK,All,1636,660.9
03/17/2021,Washington DC,TR,All,268,821.6
02/25/2021,,Total,All,88308,880.4
02/25/2021,Atlanta,All,All,2809,971.3
02/25/2021,Atlanta,GPS,All,776,593.8
02/25/2021,Atlanta,SmartLINK,All,587,709.8
02/25/2021,Atlanta,TR,All,1446,1280.1
02/25/2021,Baltimore,All,All,2653,753.9
02/25/2021,Baltimore,GPS,All,1599,613.7
02/25/2021,Baltimore,SmartLINK,All,132,748.6
02/25/2021,Baltimore,TR,All,922,997.7
02/25/2021,Boston,All,All,1552,509.4
02/25/2021,Boston,GPS,All,725,384.8
02/25/2021,Boston,SmartLINK,All,685,565.2
02/25/2021,Boston,TR,All,142,876.6
02/25/2021,Buffalo,All,All,423,1323.2
02/25/2021,Buffalo,GPS,All,64,392.6
02/25/2021,Buffalo,SmartLINK,All,10,689.6
02/25/2021,Buffalo,TR,All,349,1512
02/25/2021,Chicago,All,All,6510,1040.6
02/25/2021,Chicago,GPS,All,2107,632.5
02/25/2021,Chicago,SmartLINK,All,1930,991.9
02/25/2021,Chicago,TR,All,2473,1426.3
02/25/2021,Dallas,All,All,1015,710.4
02/25/2021,Dallas,GPS,All,644,544.1
02/25/2021,Dallas,SmartLINK,All,180,852.1
02/25/2021,Dallas,TR,All,191,1137.4
02/25/2021,Denver,All,All,1414,1399.4
02/25/2021,Denver,GPS,All,162,542
02/25/2021,Denver,SmartLINK,All,461,1054
02/25/2021,Denver,TR,All,791,1776.3
02/25/2021,Detroit,All,All,7774,981.6
02/25/2021,Detroit,GPS,All,455,675.7
02/25/2021,Detroit,SmartLINK,All,4652,760.3
02/25/2021,Detroit,TR,All,2667,1419.7
02/25/2021,El Paso,All,All,1119,816.6
02/25/2021,El Paso,GPS,All,388,117.8
02/25/2021,El Paso,SmartLINK,All,112,879.6
02/25/2021,El Paso,TR,All,619,1243.2
02/25/2021,Houston,All,All,2770,645.9
02/25/2021,Houston,GPS,All,2132,495.9
02/25/2021,Houston,SmartLINK,All,590,1094.9
02/25/2021,Houston,TR,All,48,1788
02/25/2021,Los Angeles,All,All,10224,962.8
02/25/2021,Los Angeles,GPS,All,3566,639.7
02/25/2021,Los Angeles,SmartLINK,All,842,947.2
02/25/2021,Los Angeles,TR,All,5816,1163.1
02/25/2021,Miami,All,All,6054,438.9
02/25/2021,Miami,GPS,All,4412,385.2
02/25/2021,Miami,SmartLINK,All,1514,572.1
02/25/2021,Miami,TR,All,128,713
02/25/2021,New Orleans,All,All,2866,717.4
02/25/2021,New Orleans,GPS,All,1572,551.9
02/25/2021,New Orleans,SmartLINK,All,973,849.2
02/25/2021,New Orleans,TR,All,321,1128.7
02/25/2021,New York,All,All,3655,738.3
02/25/2021,New York,GPS,All,1601,466
02/25/2021,New York,SmartLINK,All,449,659.1
02/25/2021,New York,TR,All,1605,1032.2
02/25/2021,Newark,All,All,6970,1024.1
02/25/2021,Newark,GPS,All,1083,479.6
02/25/2021,Newark,SmartLINK,All,3770,905.8
02/25/2021,Newark,TR,All,2117,1513.3
02/25/2021,Philadelphia,All,All,2085,685.9
02/25/2021,Philadelphia,GPS,All,371,459.2
02/25/2021,Philadelphia,SmartLINK,All,1312,700.2
02/25/2021,Philadelphia,TR,All,402,848.5
02/25/2021,Phoenix,All,All,1261,267.4
02/25/2021,Phoenix,GPS,All,1029,178.3
02/25/2021,Phoenix,SmartLINK,All,209,650.7
02/25/2021,Phoenix,TR,All,23,770.5
02/25/2021,Salt Lake City,All,All,3019,972.4
02/25/2021,Salt Lake City,GPS,All,290,625
02/25/2021,Salt Lake City,SmartLINK,All,2213,951.1
02/25/2021,Salt Lake City,TR,All,516,1259.4
02/25/2021,San Antonio,All,All,1796,469.8
02/25/2021,San Antonio,GPS,All,713,248.8
02/25/2021,San Antonio,SmartLINK,All,341,773.8
02/25/2021,San Antonio,TR,All,742,542.4
02/25/2021,San Diego,All,All,2835,882.3
02/25/2021,San Diego,GPS,All,823,483
02/25/2021,San Diego,SmartLINK,All,1191,852.5
02/25/2021,San Diego,TR,All,821,1325.9
02/25/2021,San Francisco,All,All,10562,1071.2
02/25/2021,San Francisco,GPS,All,3760,669.4
02/25/2021,San Francisco,SmartLINK,All,1249,891.8
02/25/2021,San Francisco,TR,All,5553,1383.6
02/25/2021,Seattle,All,All,3881,958.9
02/25/2021,Seattle,GPS,All,865,578.9
02/25/2021,Seattle,SmartLINK,All,1435,812
02/25/2021,Seattle,TR,All,1581,1300
02/25/2021,St Paul,All,All,2208,1183.7
02/25/2021,St Paul,GPS,All,313,603.5
02/25/2021,St Paul,SmartLINK,All,911,966.2
02/25/2021,St Paul,TR,All,984,1569.6
02/25/2021,Washington DC,All,All,2853,620.2
02/25/2021,Washington DC,GPS,All,1059,528.5
02/25/2021,Washington DC,SmartLINK,All,1500,648.6
02/25/2021,Washington DC,TR,All,294,805.3
02/11/2021,,Total,All,87439,878.7
02/11/2021,Atlanta,All,All,2787,970.1
02/11/2021,Atlanta,GPS,All,751,596.7
02/11/2021,Atlanta,SmartLINK,All,584,706
02/11/2021,Atlanta,TR,All,1452,1269.4
02/11/2021,Baltimore,All,All,2534,756.8
02/11/2021,Baltimore,GPS,All,1516,617.2
02/11/2021,Baltimore,SmartLINK,All,118,742.4
02/11/2021,Baltimore,TR,All,900,994
02/11/2021,Boston,All,All,1511,509.9
02/11/2021,Boston,GPS,All,708,390.9
02/11/2021,Boston,SmartLINK,All,659,555.9
02/11/2021,Boston,TR,All,144,884.4
02/11/2021,Buffalo,All,All,434,1308.4
02/11/2021,Buffalo,GPS,All,70,367.2
02/11/2021,Buffalo,SmartLINK,All,10,675.6
02/11/2021,Buffalo,TR,All,354,1512.4
02/11/2021,Chicago,All,All,6520,1031.6
02/11/2021,Chicago,GPS,All,2112,624.6
02/11/2021,Chicago,SmartLINK,All,1903,975.8
02/11/2021,Chicago,TR,All,2505,1417.1
02/11/2021,Dallas,All,All,1006,709.5
02/11/2021,Dallas,GPS,All,644,538.7
02/11/2021,Dallas,SmartLINK,All,175,857.2
02/11/2021,Dallas,TR,All,187,1159.5
02/11/2021,Denver,All,All,1417,1395
02/11/2021,Denver,GPS,All,167,530.4
02/11/2021,Denver,SmartLINK,All,451,1045.8
02/11/2021,Denver,TR,All,799,1772.8
02/11/2021,Detroit,All,All,7744,973.7
02/11/2021,Detroit,GPS,All,460,677.9
02/11/2021,Detroit,SmartLINK,All,4591,748.6
02/11/2021,Detroit,TR,All,2693,1408
02/11/2021,El Paso,All,All,1076,840.9
02/11/2021,El Paso,GPS,All,347,126.9
02/11/2021,El Paso,SmartLINK,All,112,865.6
02/11/2021,El Paso,TR,All,617,1238
02/11/2021,Houston,All,All,2685,653.9
02/11/2021,Houston,GPS,All,2061,506.3
02/11/2021,Houston,SmartLINK,All,577,1085.3
02/11/2021,Houston,TR,All,47,1830.6
02/11/2021,Los Angeles,All,All,10240,953.4
02/11/2021,Los Angeles,GPS,All,3601,631.1
02/11/2021,Los Angeles,SmartLINK,All,832,939.6
02/11/2021,Los Angeles,TR,All,5807,1155.3
02/11/2021,Miami,All,All,5901,440.3
02/11/2021,Miami,GPS,All,4365,389.7
02/11/2021,Miami,SmartLINK,All,1418,573
02/11/2021,Miami,TR,All,118,716.4
02/11/2021,New Orleans,All,All,2884,707.8
02/11/2021,New Orleans,GPS,All,1597,540.8
02/11/2021,New Orleans,SmartLINK,All,966,847.1
02/11/2021,New Orleans,TR,All,321,1119.1
02/11/2021,New York,All,All,3647,730.2
02/11/2021,New York,GPS,All,1592,461.6
02/11/2021,New York,SmartLINK,All,445,644.1
02/11/2021,New York,TR,All,1610,1019.6
02/11/2021,Newark,All,All,6966,1013.2
02/11/2021,Newark,GPS,All,1057,470.9
02/11/2021,Newark,SmartLINK,All,3792,892.6
02/11/2021,Newark,TR,All,2117,1499.9
02/11/2021,Philadelphia,All,All,2067,680.3
02/11/2021,Philadelphia,GPS,All,355,474.9
02/11/2021,Philadelphia,SmartLINK,All,1302,689.3
02/11/2021,Philadelphia,TR,All,410,829.7
02/11/2021,Phoenix,All,All,1156,289.4
02/11/2021,Phoenix,GPS,All,920,192.7
02/11/2021,Phoenix,SmartLINK,All,211,646.8
02/11/2021,Phoenix,TR,All,25,833.8
02/11/2021,Salt Lake City,All,All,3008,966.4
02/11/2021,Salt Lake City,GPS,All,275,634.9
02/11/2021,Salt Lake City,SmartLINK,All,2218,939.4
02/11/2021,Salt Lake City,TR,All,515,1259.7
02/11/2021,San Antonio,All,All,1696,490.9
02/11/2021,San Antonio,GPS,All,644,278.8
02/11/2021,San Antonio,SmartLINK,All,320,781.2
02/11/2021,San Antonio,TR,All,732,550.7
02/11/2021,San Diego,All,All,2719,907.1
02/11/2021,San Diego,GPS,All,721,550.4
02/11/2021,San Diego,SmartLINK,All,1177,837.6
02/11/2021,San Diego,TR,All,821,1320.1
02/11/2021,San Francisco,All,All,10530,1062
02/11/2021,San Francisco,GPS,All,3696,649.2
02/11/2021,San Francisco,SmartLINK,All,1277,895.3
02/11/2021,San Francisco,TR,All,5557,1374.8
02/11/2021,Seattle,All,All,3860,950.3
02/11/2021,Seattle,GPS,All,875,572.9
02/11/2021,Seattle,SmartLINK,All,1401,804.5
02/11/2021,Seattle,TR,All,1584,1287.7
02/11/2021,St Paul,All,All,2218,1174.3
02/11/2021,St Paul,GPS,All,315,606.2
02/11/2021,St Paul,SmartLINK,All,916,956.6
02/11/2021,St Paul,TR,All,987,1557.7
02/11/2021,Washington DC,All,All,2833,611.5
02/11/2021,Washington DC,GPS,All,1080,524.9
02/11/2021,Washington DC,SmartLINK,All,1450,635.9
02/11/2021,Washington DC,TR,All,303,803.3
01/22/2021,,Total,All,86860,874.8
01/22/2021,Atlanta,All,All,2776,963.7
01/22/2021,Atlanta,GPS,All,732,593.6
01/22/2021,Atlanta,SmartLINK,All,581,693.6
01/22/2021,Atlanta,TR,All,1463,1256.1
01/22/2021,Baltimore,All,All,2538,744.9
01/22/2021,Baltimore,GPS,All,1527,605
01/22/2021,Baltimore,SmartLINK,All,110,743.2
01/22/2021,Baltimore,TR,All,901,982.1
01/22/2021,Boston,All,All,1503,501.3
01/22/2021,Boston,GPS,All,711,384.8
01/22/2021,Boston,SmartLINK,All,641,544.9
01/22/2021,Boston,TR,All,151,864.7
01/22/2021,Buffalo,All,All,433,1304.7
01/22/2021,Buffalo,GPS,All,67,370.1
01/22/2021,Buffalo,SmartLINK,All,10,661.6
01/22/2021,Buffalo,TR,All,356,1498.6
01/22/2021,Chicago,All,All,6533,1018.6
01/22/2021,Chicago,GPS,All,2155,613.2
01/22/2021,Chicago,SmartLINK,All,1843,962.9
01/22/2021,Chicago,TR,All,2535,1403.7
01/22/2021,Dallas,All,All,986,712
01/22/2021,Dallas,GPS,All,630,544.1
01/22/2021,Dallas,SmartLINK,All,172,842.6
01/22/2021,Dallas,TR,All,184,1164.9
01/22/2021,Denver,All,All,1422,1386.6
01/22/2021,Denver,GPS,All,172,509.6
01/22/2021,Denver,SmartLINK,All,445,1040.2
01/22/2021,Denver,TR,All,805,1765.5
01/22/2021,Detroit,All,All,7750,962.1
01/22/2021,Detroit,GPS,All,472,668.7
01/22/2021,Detroit,SmartLINK,All,4552,735.2
01/22/2021,Detroit,TR,All,2726,1391.9
01/22/2021,El Paso,All,All,1082,827.6
01/22/2021,El Paso,GPS,All,354,125.7
01/22/2021,El Paso,SmartLINK,All,114,849.6
01/22/2021,El Paso,TR,All,614,1228.2
01/22/2021,Houston,All,All,2637,654.3
01/22/2021,Houston,GPS,All,2013,505.3
01/22/2021,Houston,SmartLINK,All,573,1066.2
01/22/2021,Houston,TR,All,51,1908.6
01/22/2021,Los Angeles,All,All,10281,943.2
01/22/2021,Los Angeles,GPS,All,3632,624.3
01/22/2021,Los Angeles,SmartLINK,All,819,933.8
01/22/2021,Los Angeles,TR,All,5830,1143.2
01/22/2021,Miami,All,All,5613,451
01/22/2021,Miami,GPS,All,4120,403.5
01/22/2021,Miami,SmartLINK,All,1369,572.6
01/22/2021,Miami,TR,All,124,684.9
01/22/2021,New Orleans,All,All,2813,714.4
01/22/2021,New Orleans,GPS,All,1531,556.5
01/22/2021,New Orleans,SmartLINK,All,957,837.4
01/22/2021,New Orleans,TR,All,325,1096.4
01/22/2021,New York,All,All,3636,721.7
01/22/2021,New York,GPS,All,1579,457.9
01/22/2021,New York,SmartLINK,All,442,630.7
01/22/2021,New York,TR,All,1615,1004.7
01/22/2021,Newark,All,All,6967,1003.7
01/22/2021,Newark,GPS,All,1019,469.3
01/22/2021,Newark,SmartLINK,All,3817,878.5
01/22/2021,Newark,TR,All,2131,1483.6
01/22/2021,Philadelphia,All,All,2059,671.5
01/22/2021,Philadelphia,GPS,All,352,473.3
01/22/2021,Philadelphia,SmartLINK,All,1298,680.7
01/22/2021,Philadelphia,TR,All,409,812.9
01/22/2021,Phoenix,All,All,1101,298.7
01/22/2021,Phoenix,GPS,All,858,198.7
01/22/2021,Phoenix,SmartLINK,All,208,633.1
01/22/2021,Phoenix,TR,All,35,764.7
01/22/2021,Salt Lake City,All,All,3007,963
01/22/2021,Salt Lake City,GPS,All,241,584.9
01/22/2021,Salt Lake City,SmartLINK,All,2231,932.5
01/22/2021,Salt Lake City,TR,All,535,1260.3
01/22/2021,San Antonio,All,All,1638,497.3
01/22/2021,San Antonio,GPS,All,627,296.9
01/22/2021,San Antonio,SmartLINK,All,306,766.6
01/22/2021,San Antonio,TR,All,705,558.7
01/22/2021,San Diego,All,All,2668,912
01/22/2021,San Diego,GPS,All,698,573
01/22/2021,San Diego,SmartLINK,All,1149,834.4
01/22/2021,San Diego,TR,All,821,1308.8
